Model,Actual_PM2.5,Predicted_PM2.5,RMSE,MAE,R²
Random Forest,17.945,16.3923112,,,
Random Forest,14.1,11.38536026,,,
Random Forest,4.255,4.676212778,,,
Random Forest,9.949,9.942159723,,,
Random Forest,0.8,0.6971064815,,,
Random Forest,25.53,25.57399235,,,
Random Forest,12.2,16.77256176,,,
Random Forest,16.835,16.84354589,,,
Random Forest,20.35,22.88571595,,,
Random Forest,11.47,13.29337612,,,
Random Forest,3.4,4.667305385,,,
Random Forest,36.9,39.78310835,,,
Random Forest,10.8,11.32899274,,,
Random Forest,11.285,11.64386091,,,
Random Forest,67.34,70.13500084,,,
Random Forest,11.84,12.95233323,,,
Random Forest,1.5,2.087061693,,,
Random Forest,35.52,35.91956107,,,
Random Forest,75.11,72.79075444,,,
Random Forest,45.7,43.66403705,,,
Random Forest,1.6,1.699689153,,,
Random Forest,1.4,1.603165148,,,
Random Forest,185.185,187.4662164,,,
Random Forest,19.4,20.01036357,,,
Random Forest,0.5,3.708408574,,,
Random Forest,24.79,24.92528517,,,
Random Forest,17.4,21.51268819,,,
Random Forest,21.645,28.52851236,,,
Random Forest,20.535,18.79397521,,,
Random Forest,15.725,14.94377659,,,
Random Forest,49.395,47.05616567,,,
Random Forest,1.5,1.724450179,,,
Random Forest,92.4,93.09869169,,,
Random Forest,2.5,2.478372555,,,
Random Forest,7.5,6.44858703,,,
Random Forest,5.6,5.434079072,,,
Random Forest,7.3,5.519127787,,,
Random Forest,40.145,45.17579812,,,
Random Forest,13.135,14.71178757,,,
Random Forest,58.3,43.8367956,,,
Random Forest,1.3,1.461938595,,,
Random Forest,10.7,10.14165217,,,
Random Forest,17.7,17.70243127,,,
Random Forest,4.07,4.717614327,,,
Random Forest,2.3,2.378084739,,,
Random Forest,34.41,44.53336528,,,
Random Forest,44.5,56.62095066,,,
Random Forest,31.4,29.69458859,,,
Random Forest,60.1,55.39469487,,,
Random Forest,19.24,20.32711914,,,
Random Forest,62.9,53.68741569,,,
Random Forest,10.9,9.220662782,,,
Random Forest,8.1,6.89909202,,,
Random Forest,23.4,22.8953918,,,
Random Forest,171.495,133.7413384,,,
Random Forest,6.3,5.640103581,,,
Random Forest,27.38,30.6327571,,,
Random Forest,1.6,1.511970075,,,
Random Forest,29.785,23.85444911,,,
Random Forest,274.3,293.3851929,,,
Random Forest,0.5,0.5111444444,,,
Random Forest,18.87,19.69601012,,,
Random Forest,22.1,23.11181495,,,
Random Forest,0.9,0.7497646825,,,
Random Forest,62.715,62.11523907,,,
Random Forest,16.65,15.20731847,,,
Random Forest,20.165,21.94937395,,,
Random Forest,15.91,23.06124018,,,
Random Forest,11.84,12.31297607,,,
Random Forest,29.4,39.5990478,,,
Random Forest,1.4,1.246502305,,,
Random Forest,14.8,13.12486362,,,
Random Forest,94.4,89.50434393,,,
Random Forest,4.04,4.712060772,,,
Random Forest,22.015,21.36353695,,,
Random Forest,5.92,6.084427208,,,
Random Forest,3.9,3.646582193,,,
Random Forest,9.62,9.583190787,,,
Random Forest,4.1,7.231400783,,,
Random Forest,3.8,3.808196565,,,
Random Forest,5.7,4.673653449,,,
Random Forest,16.095,15.70082492,,,
Random Forest,84.915,84.97793666,,,
Random Forest,14.8,14.05758482,,,
Random Forest,14.615,14.16386451,,,
Random Forest,22.2,22.6965272,,,
Random Forest,0.7,0.6142067775,,,
Random Forest,22.94,22.85335748,,,
Random Forest,8.14,8.322156017,,,
Random Forest,106.745,117.9022756,,,
Random Forest,17.205,16.33525385,,,
Random Forest,9.303,8.740530674,,,
Random Forest,5.1,4.605591843,,,
Random Forest,1.5,1.251652706,,,
Random Forest,34.78,38.41005555,,,
Random Forest,25.7,28.43515886,,,
Random Forest,25.6,22.65044517,,,
Random Forest,116.365,101.8805832,,,
Random Forest,2.4,2.252033538,,,
Random Forest,21.645,22.17504881,,,
Random Forest,2.7,1.878476633,,,
Random Forest,50.8,38.7322915,,,
Random Forest,19.795,18.34221813,,,
Random Forest,11.7,10.53930013,,,
Random Forest,21.2,19.98269425,,,
Random Forest,8.325,8.116973175,,,
Random Forest,4.5,4.261917826,,,
Random Forest,22.57,23.48884755,,,
Random Forest,13.7,17.71168036,,,
Random Forest,25.9,25.3974983,,,
Random Forest,9.7,8.482189868,,,
Random Forest,37.555,35.89735877,,,
Random Forest,9.25,10.31351294,,,
Random Forest,6.6,5.436460382,,,
Random Forest,48.6,47.42134808,,,
Random Forest,6.66,4.942169727,,,
Random Forest,26.7,23.97913004,,,
Random Forest,15.91,15.8911512,,,
Random Forest,11.8,14.25144431,,,
Random Forest,16.492,14.03226735,,,
Random Forest,8.4,9.047746335,,,
Random Forest,118.315,115.3292176,,,
Random Forest,35.705,40.88817144,,,
Random Forest,72.15,69.35295822,,,
Random Forest,13.505,13.31910138,,,
Random Forest,27.935,24.2896132,,,
Random Forest,60.125,45.89953623,,,
Random Forest,21.5,18.14930783,,,
Random Forest,33.115,32.65457037,,,
Random Forest,7.03,7.684499046,,,
Random Forest,4.382,5.967849815,,,
Random Forest,7.1,6.208249811,,,
Random Forest,2,1.669815216,,,
Random Forest,3,3.194465911,,,
Random Forest,17.02,21.7536744,,,
Random Forest,5.1,5.603836772,,,
Random Forest,2.775,3.210224485,,,
Random Forest,59.2,64.41006013,,,
Random Forest,7.585,7.60999035,,,
Random Forest,23.7,24.29964962,,,
Random Forest,28.305,25.60939006,,,
Random Forest,1,1.228034947,,,
Random Forest,61.6,61.74578266,,,
Random Forest,16.28,16.19260026,,,
Random Forest,0.7,0.6921021429,,,
Random Forest,2,2.130349478,,,
Random Forest,4.5,8.223282094,,,
Random Forest,20.905,32.24516133,,,
Random Forest,7.77,23.27079543,,,
Random Forest,2.3,1.475912302,,,
Random Forest,5.4,5.628873456,,,
Random Forest,0.7,1.201469974,,,
Random Forest,9.8,10.20584647,,,
Random Forest,4.625,3.957616936,,,
Random Forest,4.652,4.95353699,,,
Random Forest,0.7,0.7782276936,,,
Random Forest,5.18,5.379423988,,,
Random Forest,78.255,81.25358325,,,
Random Forest,5.1,6.947924475,,,
Random Forest,202.7,196.1327864,,,
Random Forest,2,1.801585759,,,
Random Forest,88.8,105.6596715,,,
Random Forest,5.735,5.424278182,,,
Random Forest,5.6,5.240630655,,,
Random Forest,12.58,12.77142661,,,
Random Forest,20.35,16.96657184,,,
Random Forest,13.505,13.15744028,,,
Random Forest,5.1,6.412026381,,,
Random Forest,3.1,3.611013605,,,
Random Forest,4.44,4.685576533,,,
Random Forest,12.21,11.67928222,,,
Random Forest,25.345,23.82551431,,,
Random Forest,21.7,21.53346947,,,
Random Forest,6.3,6.206296633,,,
Random Forest,8.695,7.751011828,,,
Random Forest,7.77,6.176199787,,,
Random Forest,1.1,1.087911296,,,
Random Forest,7,6.414109573,,,
Random Forest,2.22,1.803861702,,,
Random Forest,8.14,8.707309031,,,
Random Forest,10.175,9.593525484,,,
Random Forest,2.6,2.737729746,,,
Random Forest,26.085,25.56394319,,,
Random Forest,79.55,94.41828377,,,
Random Forest,13.135,14.14521227,,,
Random Forest,7.4,7.742935719,,,
Random Forest,72.52,81.95393449,,,
Random Forest,12.6,10.69697882,,,
Random Forest,14.06,14.63565474,,,
Random Forest,16.1,14.11176402,,,
Random Forest,19.24,19.98006633,,,
Random Forest,78.625,79.30339443,,,
Random Forest,3.6,4.201102637,,,
Random Forest,37.9,27.73241369,,,
Random Forest,61.42,58.18558026,,,
Random Forest,8.695,8.721074936,,,
Random Forest,2.2,2.25897069,,,
Random Forest,7.955,7.708133623,,,
Random Forest,44.215,43.81671979,,,
Random Forest,6.1,5.999111637,,,
Random Forest,7.585,9.274991712,,,
Random Forest,17.175,15.97421257,,,
Random Forest,6.1,5.113651658,,,
Random Forest,5.6,8.435753745,,,
Random Forest,0.5,0.5069539683,,,
Random Forest,5.92,9.196482107,,,
Random Forest,3.7,2.934772632,,,
Random Forest,4.07,3.653152389,,,
Random Forest,159.84,144.1903849,,,
Random Forest,16.614,15.95526363,,,
Random Forest,3.6,3.792000069,,,
Random Forest,4.6,4.324325582,,,
Random Forest,76.405,83.48056982,,,
Random Forest,1.5,2.000251984,,,
Random Forest,16.28,13.50553249,,,
Random Forest,11.5,16.11257512,,,
Random Forest,2.3,2.211376735,,,
Random Forest,10.5,10.67685453,,,
Random Forest,21.09,24.27690441,,,
Random Forest,23.8,24.3636624,,,
Random Forest,8.1,5.974062282,,,
Random Forest,57.35,58.38664292,,,
Random Forest,20.5,13.5570753,,,
Random Forest,28.675,34.19572133,,,
Random Forest,11.84,9.699543373,,,
Random Forest,16.3,12.09060731,,,
Random Forest,266.955,260.2567418,,,
Random Forest,9.8,9.445372644,,,
Random Forest,17.39,17.8416714,,,
Random Forest,62.715,53.5061369,,,
Random Forest,54.02,50.94664345,,,
Random Forest,0.5,0.5014,,,
Random Forest,9.1,9.562096943,,,
Random Forest,28.49,26.89257306,,,
Random Forest,6.3,5.374097941,,,
Random Forest,5.365,5.996017861,,,
Random Forest,1.6,1.520935368,,,
Random Forest,31,40.20113112,,,
Random Forest,22.4,19.13743694,,,
Random Forest,32.56,31.87880355,,,
Random Forest,13.505,14.5964913,,,
Random Forest,8.325,7.58760886,,,
Random Forest,24.975,25.46397334,,,
Random Forest,24.5,26.35221225,,,
Random Forest,18.13,18.37426441,,,
Random Forest,13.69,13.42756869,,,
Random Forest,5.18,4.517385824,,,
Random Forest,47.545,46.79575952,,,
Random Forest,1.8,1.644819447,,,
Random Forest,17.575,15.98510755,,,
Random Forest,13.135,11.46317716,,,
Random Forest,39.035,45.36643901,,,
Random Forest,28.12,23.21036481,,,
Random Forest,7.8,7.200504375,,,
Random Forest,31.265,35.55819337,,,
Random Forest,0.5,0.5001666667,,,
Random Forest,10.915,9.214053485,,,
Random Forest,2.1,1.919598093,,,
Random Forest,62.16,60.74980876,,,
Random Forest,23.31,22.20562789,,,
Random Forest,4.4,4.203963395,,,
Random Forest,17.575,13.06640753,,,
Random Forest,8.6,13.58492429,,,
Random Forest,35.15,29.02022268,,,
Random Forest,25.9,22.41230722,,,
Random Forest,75.295,68.0628528,,,
Random Forest,17.02,16.71512,,,
Random Forest,555,52.50467659,,,
Random Forest,7.6,7.941448702,,,
Random Forest,13,14.1163366,,,
Random Forest,5,4.344901755,,,
Random Forest,6.29,8.933542428,,,
Random Forest,19.538,19.85737733,,,
Random Forest,16.095,14.66755729,,,
Random Forest,1.5,2.364615112,,,
Random Forest,47.915,41.87320168,,,
Random Forest,4.44,5.047974392,,,
Random Forest,18.5,16.65471948,,,
Random Forest,44.4,41.32250273,,,
Random Forest,6.845,7.665005304,,,
Random Forest,156.325,169.9853712,,,
Random Forest,21.83,23.2095509,,,
Random Forest,56.3,51.01153005,,,
Random Forest,30.2,25.98773983,,,
Random Forest,33.67,28.88114933,,,
Random Forest,5.4,4.552037163,,,
Random Forest,31.82,55.40327367,,,
Random Forest,2.1,2.282472751,,,
Random Forest,19.24,20.42530594,,,
Random Forest,21.3,20.13739519,,,
Random Forest,4.2,4.92761688,,,
Random Forest,8.695,10.97141183,,,
Random Forest,21.275,19.37921529,,,
Random Forest,14.43,13.24505806,,,
Random Forest,20.72,19.70049395,,,
Random Forest,10.73,9.331915645,,,
Random Forest,138.285,150.522345,,,
Random Forest,52.7,61.85719237,,,
Random Forest,550.4,551.2370659,,,
Random Forest,14.43,14.51213828,,,
Random Forest,15.2,8.764166508,,,
Random Forest,8.695,7.731427538,,,
Random Forest,1.2,1.134425992,,,
Random Forest,68.265,66.61624009,,,
Random Forest,17.39,15.13203235,,,
Random Forest,3.7,5.766525937,,,
Random Forest,2.571,2.804747331,,,
Random Forest,18.5,17.09351839,,,
Random Forest,38.9,33.39468122,,,
Random Forest,4.7,4.735888062,,,
Random Forest,10.73,10.53924358,,,
Random Forest,11.4,11.33824543,,,
Random Forest,27.195,26.96928556,,,
Random Forest,6.29,5.586221248,,,
Random Forest,20.72,27.23122306,,,
Random Forest,65.86,67.44197733,,,
Random Forest,112.1,121.6575786,,,
Random Forest,17.39,22.01523484,,,
Random Forest,13.6,9.473249135,,,
Random Forest,5.5,5.473285269,,,
Random Forest,13.32,13.99239336,,,
Random Forest,8.3,7.138035179,,,
Random Forest,61.42,60.55565333,,,
Random Forest,3.4,3.762930812,,,
Random Forest,53.3,53.02424407,,,
Random Forest,31.82,30.99348766,,,
Random Forest,3.2,2.059122947,,,
Random Forest,8.2,7.2622514,,,
Random Forest,9.4,11.82875515,,,
Random Forest,1.3,2.398124856,,,
Random Forest,14.06,13.52188039,,,
Random Forest,30.4,31.00618299,,,
Random Forest,8.88,8.387241557,,,
Random Forest,10.5,10.70591815,,,
Random Forest,4.9,4.269752001,,,
Random Forest,8.3,6.38981578,,,
Random Forest,9.99,14.98969551,,,
Random Forest,63.6,46.78326171,,,
Random Forest,39.22,37.06573439,,,
Random Forest,31.265,28.75067387,,,
Random Forest,2.9,3.21521357,,,
Random Forest,10.1,11.72270561,,,
Random Forest,15.17,13.98689803,,,
Random Forest,41.5,48.68988667,,,
Random Forest,0.5,0.5178502646,,,
Random Forest,1.9,2.92515959,,,
Random Forest,14.985,14.36832915,,,
Random Forest,1.11,362.6749544,,,
Random Forest,1.1,0.8421678571,,,
Random Forest,3.6,3.117809151,,,
Random Forest,18.315,17.38227473,,,
Random Forest,3.2,3.296541005,,,
Random Forest,9.805,11.09239233,,,
Random Forest,9.99,8.456913438,,,
Random Forest,25.345,23.93010363,,,
Random Forest,9.1,5.724232103,,,
Random Forest,6,6.439925119,,,
Random Forest,11.655,11.06007111,,,
Random Forest,24.2,26.03918458,,,
Random Forest,7.6,8.279193835,,,
Random Forest,31.265,25.13132944,,,
Random Forest,83.065,83.46734643,,,
Random Forest,3.515,3.287497693,,,
Random Forest,0.9,0.6933199735,,,
Random Forest,15.2,15.75495651,,,
Random Forest,3.5,5.025206232,,,
Random Forest,12.025,11.15207617,,,
Random Forest,39.775,38.244692,,,
Random Forest,9.1,8.632252015,,,
Random Forest,10.1,12.9700169,,,
Random Forest,34.2,50.67568827,,,
Random Forest,43.9,40.8060968,,,
Random Forest,10.915,13.02295966,,,
Random Forest,71.9,66.42181457,,,
Random Forest,31.08,30.3052009,,,
Random Forest,78.81,75.80141079,,,
Random Forest,10.545,11.15094627,,,
Random Forest,73.63,67.47498903,,,
Random Forest,4.625,5.777796152,,,
Random Forest,16.095,18.81716688,,,
Random Forest,1.6,1.911512709,,,
Random Forest,7,5.228710971,,,
Random Forest,4.81,5.846965325,,,
Random Forest,14.5,11.01581448,,,
Random Forest,0.7,0.7704113083,,,
Random Forest,2.4,2.501405262,,,
Random Forest,12.9,23.1632332,,,
Random Forest,3.515,5.214014344,,,
Random Forest,25.9,26.79664028,,,
Random Forest,25.928,23.14159018,,,
Random Forest,3.885,4.11819338,,,
Random Forest,12.395,13.0086566,,,
Random Forest,108.04,105.0757621,,,
Random Forest,96.2,116.229966,,,
Random Forest,2.22,2.435043983,,,
Random Forest,24.975,27.2282171,,,
Random Forest,77.515,80.09194411,,,
Random Forest,27.01,33.91558082,,,
Random Forest,9.065,11.05573226,,,
Random Forest,5.365,9.77954981,,,
Random Forest,2.22,3.708951837,,,
Random Forest,31.9,31.75284697,,,
Random Forest,18.13,19.36660935,,,
Random Forest,43.105,43.63280027,,,
Random Forest,0.7,0.7680210317,,,
Random Forest,2.4,1.596465873,,,
Random Forest,10.36,11.12582331,,,
Random Forest,11.8,11.19487014,,,
Random Forest,51.06,51.8584203,,,
Random Forest,10.36,11.05230682,,,
Random Forest,17.3,16.03880835,,,
Random Forest,8.325,7.988077349,,,
Random Forest,64.2,46.50518101,,,
Random Forest,49.7,53.85210092,,,
Random Forest,10,8.369911931,,,
Random Forest,104.895,94.74549523,,,
Random Forest,16.9,15.22414079,,,
Random Forest,7,6.382891307,,,
Random Forest,134.865,124.8151968,,,
Random Forest,1.9,1.994280235,,,
Random Forest,25.4,20.178979,,,
Random Forest,10.1,10.91867489,,,
Random Forest,27.935,29.89850266,,,
Random Forest,64.38,57.99609904,,,
Random Forest,1.4,1.469774894,,,
Random Forest,5.55,7.006111637,,,
Random Forest,32.745,30.87842784,,,
Random Forest,154.29,119.6874274,,,
Random Forest,2.5,3.404404008,,,
Random Forest,10.2,8.416353091,,,
Random Forest,5.55,5.687927924,,,
Random Forest,6.845,7.649109135,,,
Random Forest,2.1,2.081181069,,,
Random Forest,7.03,6.406394416,,,
Random Forest,4.4,4.138635861,,,
Random Forest,39.405,39.70673675,,,
Random Forest,3.2,2.833363624,,,
Random Forest,27.935,22.55242246,,,
Random Forest,194.25,180.2801863,,,
Random Forest,13.505,15.57508586,,,
Random Forest,3.2,3.26046154,,,
Random Forest,2.6,2.025611193,,,
Random Forest,164.465,155.0660429,,,
Random Forest,0.9,1.04260119,,,
Random Forest,20.535,21.66437596,,,
Random Forest,3.3,4.985381693,,,
Random Forest,19.795,25.97142519,,,
Random Forest,9.62,9.327139037,,,
Random Forest,28.675,25.89881298,,,
Random Forest,4.2,4.920728047,,,
Random Forest,97,94.41459266,,,
Random Forest,6.4,5.58911672,,,
Random Forest,6.475,5.6141784,,,
Random Forest,2,1.87872102,,,
Random Forest,24.975,28.74078933,,,
Random Forest,18.685,17.50072569,,,
Random Forest,33.7,32.3425001,,,
Random Forest,4.07,4.028446374,,,
Random Forest,27.01,26.31111251,,,
Random Forest,24.605,25.96397498,,,
Random Forest,32.9,31.71660569,,,
Random Forest,8.7,8.635812653,,,
Random Forest,5.735,5.968075035,,,
Random Forest,25.9,25.78071287,,,
Random Forest,3.1,4.463800121,,,
Random Forest,2.9,2.772520946,,,
Random Forest,40.885,39.01831403,,,
Random Forest,1.4,1.200344802,,,
Random Forest,84.175,76.79969487,,,
Random Forest,11.84,9.421629394,,,
Random Forest,8.695,9.204071066,,,
Random Forest,25.345,20.25712942,,,
Random Forest,26.085,18.52030181,,,
Random Forest,54.205,47.00060479,,,
Random Forest,1.8,3.056939505,,,
Random Forest,1.6,1.452506793,,,
Random Forest,4,2.772443559,,,
Random Forest,40.515,40.10061251,,,
Random Forest,5,5.065838222,,,
Random Forest,47.73,44.77932526,,,
Random Forest,60.865,66.1488191,,,
Random Forest,2.4,2.700654308,,,
Random Forest,84.8,86.99524999,,,
Random Forest,15.355,15.31591439,,,
Random Forest,14.06,13.08255631,,,
Random Forest,3.6,5.92219708,,,
Random Forest,3.9,8.670787249,,,
Random Forest,192.955,195.378083,,,
Random Forest,6.29,7.121223675,,,
Random Forest,11.285,11.43793131,,,
Random Forest,18.1,20.06419939,,,
Random Forest,1.9,3.439170316,,,
Random Forest,8.325,8.825563398,,,
Random Forest,7.4,5.947922812,,,
Random Forest,6.7,6.732403604,,,
Random Forest,14.245,14.31515231,,,
Random Forest,18.5,19.74036985,,,
Random Forest,23.68,22.13920704,,,
Random Forest,9.1,10.97377718,,,
Random Forest,3.3,5.193817159,,,
Random Forest,5.92,7.058249532,,,
Random Forest,2.1,2.402462354,,,
Random Forest,2.6,2.210992271,,,
Random Forest,8.446,8.742474016,,,
Random Forest,3.2,2.395436693,,,
Random Forest,36.445,45.00712915,,,
Random Forest,241.24,232.5428286,,,
Random Forest,7.585,8.771685215,,,
Random Forest,3.1,4.387987091,,,
Random Forest,2.59,13.21283425,,,
Random Forest,29.415,28.61395062,,,
Random Forest,607.5,552.5589969,,,
Random Forest,3.3,4.248107505,,,
Random Forest,6.3,5.597170351,,,
Random Forest,12.395,11.26110151,,,
Random Forest,13.875,13.53889641,,,
Random Forest,12.025,11.79325836,,,
Random Forest,10.175,11.37409637,,,
Random Forest,3.3,3.829023136,,,
Random Forest,18.315,17.65980232,,,
Random Forest,14.4,15.12248344,,,
Random Forest,90.465,44.96759891,,,
Random Forest,11.3,10.22849801,,,
Random Forest,2,2.081426514,,,
Random Forest,18.685,18.93053915,,,
Random Forest,25.1,28.32567421,,,
Random Forest,28.675,29.1454657,,,
Random Forest,5.18,5.595054612,,,
Random Forest,2.387,2.703043767,,,
Random Forest,0.5,0.5350472222,,,
Random Forest,0.7,0.6344125902,,,
Random Forest,0.7,0.5500884921,,,
Random Forest,21.3,19.83965817,,,
Random Forest,51.43,48.1778468,,,
Random Forest,14.43,14.6917935,,,
Random Forest,46.2,41.5669192,,,
Random Forest,44.955,46.31022904,,,
Random Forest,0.9,1.360378021,,,
Random Forest,133.57,128.2179987,,,
Random Forest,3.524,3.829894284,,,
Random Forest,24.05,24.95530803,,,
Random Forest,6.29,7.14938998,,,
Random Forest,5.9,9.339237896,,,
Random Forest,5.6,4.681161962,,,
Random Forest,20.535,18.98609502,,,
Random Forest,5.6,4.469538386,,,
Random Forest,62.53,63.83114807,,,
Random Forest,61.42,49.67463246,,,
Random Forest,23.68,22.49072089,,,
Random Forest,12,12.27473939,,,
Random Forest,6.29,6.132366686,,,
Random Forest,2.8,2.545677071,,,
Random Forest,224.775,237.57703,,,
Random Forest,1.2,1.205927381,,,
Random Forest,5.9,4.948588803,,,
Random Forest,1.2,1.128399495,,,
Random Forest,24.05,21.51880725,,,
Random Forest,3.9,3.167245577,,,
Random Forest,23.31,22.38562126,,,
Random Forest,1.3,1.253314683,,,
Random Forest,52.17,50.92450974,,,
Random Forest,10,8.061407391,,,
Random Forest,0.6,0.5,,,
Random Forest,14.615,20.46033832,,,
Random Forest,36.26,35.94450711,,,
Random Forest,1,0.9254249627,,,
Random Forest,36,38.38828564,,,
Random Forest,20.6,17.09697433,,,
Random Forest,9.065,7.503520726,,,
Random Forest,7.3,9.88169452,,,
Random Forest,26.27,31.01444203,,,
Random Forest,11.84,11.43187996,,,
Random Forest,4.44,3.675296978,,,
Random Forest,45.14,41.00641923,,,
Random Forest,5.735,6.257957426,,,
Random Forest,27.935,32.18129819,,,
Random Forest,7.2,7.545086254,,,
Random Forest,11.1,13.01343964,,,
Random Forest,14.985,15.1955887,,,
Random Forest,13.505,13.50542511,,,
Random Forest,9.1,6.577792657,,,
Random Forest,33.855,38.36639975,,,
Random Forest,2.6,2.082703723,,,
Random Forest,1.5,2.004746386,,,
Random Forest,8.5,9.338481044,,,
Random Forest,17.945,19.11407766,,,
Random Forest,25.16,23.70784548,,,
Random Forest,3.9,4.297785709,,,
Random Forest,22.015,29.56203502,,,
Random Forest,6.105,5.910007729,,,
Random Forest,15.725,14.56045244,,,
Random Forest,14.223,14.00373003,,,
Random Forest,41.995,36.99130738,,,
Random Forest,7.77,10.73187018,,,
Random Forest,0.5,0.5067650794,,,
Random Forest,3.1,2.863042447,,,
Random Forest,2,3.011542611,,,
Random Forest,2.7,2.693420287,,,
Random Forest,58.09,50.00253336,,,
Random Forest,10.36,11.10781068,,,
Random Forest,34.41,34.86017275,,,
Random Forest,22.3,18.71111315,,,
Random Forest,34.04,28.38221486,,,
Random Forest,7.955,8.454026893,,,
Random Forest,9.1,7.409439809,,,
Random Forest,19.4,21.78293886,,,
Random Forest,1,1.280686121,,,
Random Forest,61.975,53.28657293,,,
Random Forest,3,3.250370932,,,
Random Forest,5.1,5.034423129,,,
Random Forest,12.765,14.51814156,,,
Random Forest,25.345,24.84477167,,,
Random Forest,9.3,13.87083251,,,
Random Forest,8.4,13.20278215,,,
Random Forest,1.85,1.625283999,,,
Random Forest,46.065,47.64858107,,,
Random Forest,36.26,31.82812145,,,
Random Forest,1.5,1.503499229,,,
Random Forest,30.155,31.11737721,,,
Random Forest,21.09,23.31752405,,,
Random Forest,78.255,73.15453768,,,
Random Forest,8.8,7.101384658,,,
Random Forest,11.1,10.98986452,,,
Random Forest,0.5,0.509322619,,,
Random Forest,128.39,124.9389915,,,
Random Forest,40.145,36.40151702,,,
Random Forest,6,5.540968833,,,
Random Forest,10.73,10.99907172,,,
Random Forest,2.9,2.856398514,,,
Random Forest,3.3,3.096367119,,,
Random Forest,15.3,12.22910528,,,
Random Forest,0.6,1.121942367,,,
Random Forest,3.3,3.177098371,,,
Random Forest,9.99,9.947473966,,,
Random Forest,6.4,5.940965375,,,
Random Forest,13.9,17.49681338,,,
Random Forest,34.595,33.84486124,,,
Random Forest,0.5,0.5287943122,,,
Random Forest,16.465,15.29084859,,,
Random Forest,12.6,18.27385085,,,
Random Forest,21.09,23.42309343,,,
Random Forest,14.43,13.86432214,,,
Random Forest,2.6,2.36381379,,,
Random Forest,23.5,24.10729845,,,
Random Forest,46.25,36.5653497,,,
Random Forest,0.5,0.5110083333,,,
Random Forest,8.325,7.287719656,,,
Random Forest,1.3,1.227030212,,,
Random Forest,10.73,10.17447581,,,
Random Forest,83.2,66.59315616,,,
Random Forest,5.735,6.547228816,,,
Random Forest,116.365,131.2034946,,,
Random Forest,3.1,3.301541593,,,
Random Forest,20.905,26.5299172,,,
Random Forest,31.82,40.93911315,,,
Random Forest,8.14,7.991083238,,,
Random Forest,24.42,22.56176205,,,
Random Forest,27.8,26.4128951,,,
Random Forest,0.7,0.6203654642,,,
Random Forest,4.5,5.426788675,,,
Random Forest,92.685,82.76034458,,,
Random Forest,7.215,6.501047267,,,
Random Forest,6.5,5.820312641,,,
Random Forest,22.57,21.12127364,,,
Random Forest,3,3.334494834,,,
Random Forest,12.21,12.85698123,,,
Random Forest,40.4,37.26755523,,,
Random Forest,14.8,12.62353773,,,
Random Forest,11.9,12.04826136,,,
Random Forest,5.3,4.722881946,,,
Random Forest,22.6,17.91294564,,,
Random Forest,54.575,51.9781127,,,
Random Forest,11,12.49897825,,,
Random Forest,37,34.05795543,,,
Random Forest,1.3,1.279093648,,,
Random Forest,46.065,54.65556817,,,
Random Forest,19.61,19.75308419,,,
Random Forest,1.3,1.328786905,,,
Random Forest,1.7,2.014751729,,,
Random Forest,1.5,1.734910788,,,
Random Forest,12.58,13.81879206,,,
Random Forest,31.08,44.99044412,,,
Random Forest,4.2,3.300515163,,,
Random Forest,8.5,8.619105006,,,
Random Forest,44.955,46.98075854,,,
Random Forest,16.28,16.78416638,,,
Random Forest,7,7.645680284,,,
Random Forest,10.6,13.01769308,,,
Random Forest,9.2,10.16790488,,,
Random Forest,9.805,10.72935145,,,
Random Forest,15.6,16.16821768,,,
Random Forest,19.3,19.46455133,,,
Random Forest,6.29,5.839938098,,,
Random Forest,2.6,1.848423946,,,
Random Forest,6.1,7.228335931,,,
Random Forest,25.53,37.34804653,,,
Random Forest,5.92,5.935140562,,,
Random Forest,23.7,26.06432593,,,
Random Forest,4.5,5.853465437,,,
Random Forest,15.1,16.3673533,,,
Random Forest,2.8,4.298319512,,,
Random Forest,17.5,16.91529067,,,
Random Forest,8.4,9.36425793,,,
Random Forest,23.31,23.75805902,,,
Random Forest,39.7,41.57041525,,,
Random Forest,20.2,17.5491061,,,
Random Forest,54.02,58.53699103,,,
Random Forest,29.6,34.25675515,,,
Random Forest,3.1,2.95088375,,,
Random Forest,33.855,36.19373069,,,
Random Forest,60.68,58.3115863,,,
Random Forest,1.9,1.532204205,,,
Random Forest,24.975,22.09146026,,,
Random Forest,0.5,0.6954970899,,,
Random Forest,8.88,7.837671147,,,
Random Forest,1,1.334671244,,,
Random Forest,4.81,4.8602543,,,
Random Forest,51.985,52.1158841,,,
Random Forest,1.3,1.428364259,,,
Random Forest,23.68,21.42343498,,,
Random Forest,3,2.539555899,,,
Random Forest,49.765,48.54028904,,,
Random Forest,5.6,5.346486663,,,
Random Forest,6.042,7.145388225,,,
Random Forest,4.9,5.259305355,,,
Random Forest,7.77,11.86198178,,,
Random Forest,20.905,18.25245563,,,
Random Forest,18.4,15.48922371,,,
Random Forest,26.5,23.46686647,,,
Random Forest,26.5,26.05484591,,,
Random Forest,16.9,14.62775833,,,
Random Forest,2.22,2.049941223,,,
Random Forest,29.23,26.27494093,,,
Random Forest,26.8,26.41565436,,,
Random Forest,48.655,46.03113515,,,
Random Forest,5.92,5.758761982,,,
Random Forest,0.5,0.581332672,,,
